#Gene	log2(fold-change)array	q-value_array
CDYL2	0.128017920703785	0.161732258326065
GLRX3	-0.0655878864827207	0.236815808844199
CAPN13	0.286302512851243	0.180919142509284
CCR1	0.292716957167746	0.186229647007893
CRYGD	0.0529659613073404	0.358303199708955
PGRMC1	0.997050773906698	0.0059147705006189
DNAJA2	-0.423902696584842	0.11649193120743
UVRAG	-0.232966001462643	0.125946757078814
ITGA2B	0.326894654297115	0.218843825623451
PTPRN2	0.377274212622369	0.13810572233637
PSAP	-0.696409507460495	0.002982562258735
CCDC140	0.316815928238057	0.212992367133035
CHM	-0.931946841655924	0.0120845231559617
NCS1	-2.26739081793839	0.00160640191155112
LYN	-0.427369204977777	0.012279783629343
FAM105A	0.159342582353745	0.128703411681325
CCNL1	-0.23386106446681	0.162295883449141
ZNF619	0.22684642710465	0.0646779463648372
DUSP6	0.839363722755003	0.0151909419312925
TGFB3	-0.45679126854413	0.0341171789106918
PCDH11Y	1.25191625315314	0.118075797108248
ELK1	-0.230970708448756	0.0658227332487693
B3GALNT1	0.765681898036074	0.0111720422780387
C17orf58	0.111085566393928	0.27716820589865
MYO3A	0.11766803596379	0.254789694078626
SERPINE2	0.624730399203872	0.0340242847807799
GDAP2	1.59499584490923	0.0156050095398376
DMKN	0.190896511907303	0.294481085106259
ADAM33	0.0935467439055986	0.281383597319161
COX6B1	-0.164905365887424	0.0514064906867004
ZNF491	0.325028674471266	0.238724130092517
MAPK6	1.92779076724498	0.00558068654927342
DNASE2	-0.827902456235888	0.00488954951795251
BTF3P9	0.167747359122823	0.258662554193216
LGMN	-0.835344794738044	0.00591152155971838
USP31	-0.147415319535685	0.0169077862439392
RNFT1	0.206536480699518	0.194758683750312
UBE2R2	-0.428358017876846	0.0494634711194381
SDCBP	-1.25841361984072	0.00403813148148703
PYGL	-0.154024106238788	0.190129719328896
BEND2	0.0300046870818436	0.378802999678414
NUCB2	0.70546700953003	0.0948794809593333
B3GNT4	-0.389881234158171	0.019709091063404
SNX27	-0.352860649122083	0.0490678469024017
MTA3	-0.589229157463697	0.0924440103654765
FOXO4	-0.0494867408380568	0.349933389351295
NUBPL	-0.197965252992092	0.120947981596727
NOD1	-0.0144014476153405	0.401331231503974
ID4	0.255352489730163	0.246635419521649
SOX5	-0.0383809513493723	0.357153280645464
NUBP1	-0.329225493384651	0.0688698815062398
DSCAM	0.193604105198762	0.249264146507298
SFT2D3	0.172314364661343	0.184212482778116
DGKI	0.249677736603731	0.0586744330416353
FAM136A	-0.129789883430712	0.251590509694297
NFIX	0.0388817123530395	0.327680187800424
SLC16A6	-0.389863385594623	0.0826556866734953
AKAP1	-0.0558497448403424	0.302348443839837
RIN3	-0.323399828910085	0.0646925842103466
HIBCH	-0.474196958960562	0.0699781298161286
TIMM10	-0.0408486658671339	0.362292233696956
MED17	0.153685983332364	0.295459277305311
DIP2B	-0.531909010429494	0.013819035333649
PIGA	-0.0724846994740982	0.241842974131785
COL4A4	0.292587084500366	0.220108914876008
TPP1	-0.963679447237474	0.00284215296078519
UTS2	0.0420559656681758	0.25850581874445
RREB1	0.182627907908769	0.0412212299577807
TMPRSS5	0.196505044538863	0.290665337800465
LPHN1	0.0817892795545613	0.34561357604964
DNMBP	0.112765017549025	0.232982710925596
ENPP5	0.218905183296311	0.271966134669372
NQO1	-0.64341444103087	0.0123940301728982
ZSCAN2	-0.0225794705846087	0.372321775669657
SP1	0.092013793357065	0.258151641215626
TOX4	-0.0298594098263419	0.351932338363257
SEC24C	0.0904572838866982	0.23041342426456
HSPA9	-0.413663764649362	0.0462546861460995
APOBEC1	0.117780311395406	0.246055929167881
SLC35E4	0.348049423130546	0.134550650535763
LSM5	-0.0387275400718555	0.377572491798578
ZBTB1	-0.554518234183982	0.03348315009183
GTF2F1	0.06257592443654	0.0248746329272465
C16orf13	0.187998490766238	0.145571245301897
SRRM3	0.372515778381926	0.219716707654088
TAF1	-0.0808263219457251	0.158110801352153
GINS4	0.436483655340523	0.0278494969887648
MYO15A	0.139505030166704	0.26056078647144
RBM42	-0.326636297555251	0.0415510212847021
HCN2	-0.927153940603391	0.00281907739141255
ATP6V1E2	0.0561048164835613	0.322506639190681
UTP3	-0.218842770008989	0.050331783044207
EFHB	0.122127927483012	0.280144453719215
PLEKHN1	0.15589889573405	0.262779697118129
MBNL1	0.0439984218736611	0.351328825084071
RUSC1	-0.16818002343597	0.117289458079433
NUP160	0.0231329512459655	0.367514068099567
GRIK5	0.242095274094587	0.245612235778103
USP21	-0.23642213097998	0.0227307110670838
HAND1	0.0554783196302393	0.359703323340139
ATAD3C	0.879126136193205	0.0340631110134004
ORMDL2	-0.0920291061144397	0.242977159034696
SERPINB1	-0.397657761385223	0.0944148076491974
IGFBP1	0.269302349025079	0.162369084401238
SLC1A1	-0.0280307363041496	0.337809328828632
GGT7	0.26125189765717	0.0228905770345398
DHX57	-0.0508549836964104	0.32684071910354
FAM177B	-0.0944800542000814	0.28620113935439
PSAT1	0.286827480161641	0.0527166568542622
GDPD3	0.333826691024582	0.0527413129066544
PTPN21	0.108201445709717	0.27464587898561
IQGAP1	0.102268236656118	0.245666785693434
FOS	0.207686832472561	0.133211243024896
TBC1D1	0.329892756981177	0.053437432890737
ZNF226	0.042335168876836	0.251590509694297
FIGNL1	0.162887786980944	0.290222476780695
EMD	0.221627448635303	0.148125994047121
C14orf1	-1.45291862656697	0.00103966601591016
APH1A	-0.0247931861151092	0.330874647350008
SLC6A19	0.278380264170706	0.227042944084796
COX18	-0.275739132650116	0.121396248061157
CCDC82	0.275711693753047	0.0798837832512274
PUS7	-0.877696287537281	0.0215601840568715
GTF2IRD2	0.357643618692404	0.246670833451973
PAFAH2	0.315913614367663	0.0358637940088832
TP53INP1	-0.58563817924675	0.0188282841600958
TUBB6	0.490150898655513	0.00968690424508948
LATS1	0.25942224619046	0.206489618516641
FLJ42102	0.113030918093341	0.315669647560357
BAZ2A	0.268562460907834	0.124696018261732
SPOCK2	0.157352191540826	0.265502567794948
RNF144B	0.298803264636013	0.0712152421784481
SECISBP2L	1.14353771412183	0.0187202937776144
MARCH6	0.00925250878907888	0.413656920841696
FGF2	0.323906126202275	0.0394404281225423
PHYHIPL	0.0402927756577285	0.376553461913903
DDX6	0.159195198016771	0.286803200662783
SLC43A1	0.237709757024361	0.205249732935735
ING4	-1.05940656508533	0.00110380356434974
DPH2	-0.728095787405346	0.00284871725575217
VPS28	0.0738631539280194	0.0927688834982226
AP3M1	-0.45147746791914	0.0266160559730375
DIAPH1	-0.881291217676125	0.00356922039385762
ZNF71	0.320326439746272	0.214166549482626
CEP76	-0.201301505222471	0.207805411958836
TRAF4	-0.0616739022898973	0.26405138659749
CORO1A	0.202007080399909	0.204255608012566
ZNF460	-0.161170673720005	0.272730197766154
RRM2	0.548300144916878	0.0466705599421515
C19orf12	0.266148368797849	0.0509019729546429
OS9	-1.1247710652455	0.00257106855742881
C15orf57	-0.258118653954915	0.0204231131293713
COG5	-0.180795187898233	0.118521728453968
SLC4A1AP	-0.238468184237602	0.0711935041880686
COPS8	-0.307382714619816	0.0371415237595887
AKAP9	-0.494915247431387	0.0300032398553438
NGLY1	-0.84155257514454	0.0503391187996915
NCBP2	-0.0264365310888887	0.368805207219434
HNRNPAB	-0.230221653669127	0.0752374049955126
SLC20A1	-0.26040782460498	0.175866383916934
SIL1	-0.180575368156499	0.0742635828898377
LDB2	0.110290369605632	0.317334578698164
ASB6	-0.302335656378115	0.00530375678047502
MRPS23	-0.437958821580433	0.121818143822341
SPTB	0.213550350351141	0.249920887819308
PGAP3	-0.136947520082694	0.184979891194053
EFEMP2	0.417293910532862	0.00981378530873498
EFNB2	-0.158248851066378	0.205334048703996
C21orf62	0.127216688701495	0.285209388242366
PCM1	0.0549615353680234	0.399561313469892
NMNAT3	0.121250850857209	0.259574081367286
NOB1	-0.889752684282131	0.0533635106593789
TSG101	-0.605261064234073	0.0796348789231228
FMO5	0.0412790380176667	0.297079781954782
CEBPG	0.441829650151629	0.0531799592783281
ABHD3	0.25436708482614	0.0667005668044206
GTF3C4	-0.0724473885658105	0.296241981323147
TNFRSF1B	0.168232834391122	0.216327755075697
FAM69A	0.776906882880299	0.0230959337081906
IQSEC1	0.519655980028552	0.0223081041740373
PATZ1	0.243662619357217	0.062145399318167
PIGN	0.0351151879071399	0.401927531929247
RBM22	-0.431254346812043	0.116769248561334
BAG2	0.728273066201898	0.0808284084908409
PAQR5	0.0370737479339469	0.239118204387216
THNSL1	-0.236845375271296	0.145471838926209
CCL28	0.256723301229166	0.183346134328167
SHROOM3	0.210502422792638	0.213976052996834
JAM2	1.26641655267735	0.00383638586573973
CBWD3	0.276278379896995	0.273434611673782
TRIM38	-0.292000605190866	0.103170130352917
CORIN	0.256660184566678	0.201356042772737
CD300LB	0.172586167824946	0.272736367212719
TMCC1	-0.465108117297609	0.0557627861623525
PLEKHG6	0.168723779878243	0.30039505315286
LRRC40	-0.875895022623349	0.0484310602119417
PLEC	-0.0694840036764186	0.223936533163419
LRRC7	0.167392478215598	0.211813144163476
SMG5	0.314850939449958	0.00907697661769961
NCAPD2	0.0546898868894236	0.326594293306688
C1orf74	0.0243054973050466	0.376586342266106
WNT2B	0.226662724015455	0.210033004687304
DCP2	0.777362205758595	0.0513298964257204
MRPL49	0.467812328994615	0.209568428326376
ASNS	-0.042781840180703	0.258325625250941
GLYR1	-0.0953781498240332	0.193604874163075
RPL18	-0.207334165789343	0.00785943314939948
ISG20	0.191776671896818	0.280112410947235
SMU1	-1.58187026042645	0.0460091309476131
GJD2	0.280464584661743	0.169727609986266
POLR1D	-0.493686326918347	0.00209366982471144
CASZ1	0.0860757756176738	0.299520753540715
GIN1	0.237695968323563	0.0737355799614238
LRRC37A3	0.46513726225418	0.134550650535763
TMEM177	-0.42039658185425	0.0200541786223902
ANKRD29	-0.043341784945304	0.292544841231335
KRR1	-0.394359077004751	0.198249799821738
CDKN2AIP	0.393595083301783	0.00679252238794358
CXCL1	0.499703686090742	0.0635639259534483
EPM2A	-0.130692877924285	0.222724014714543
PC	0.152856728641403	0.148571383439527
FAH	-0.182931301584339	0.0344240536573292
PAPL	0.557477204983252	0.00754627823990516
UBE4B	-0.502300800317911	0.0103601830619185
OR51E1	0.150181539204937	0.321958147487548
NIT1	0.159777380424158	0.0416230673202599
DNTTIP1	0.382242754892228	0.0149604280963692
TMEM116	0.582191974807151	0.0444227717028802
BTN3A3	-0.0646845633096473	0.330762714388058
PAX8	0.122147203536157	0.267657209750456
BEX1	-1.23635880452104	0.021318365141605
MRPL40	-0.0548985885123452	0.262779697118129
SLC2A4	0.0894815930494124	0.339714927122584
SHFM1	-0.443369525354359	0.116202190295064
PKMYT1	0.671334569574686	0.0353156948424032
BIRC8	0.0760320836032443	0.355398284064924
DUT	0.302908485717097	0.0970145143356146
SLC26A9	0.314673123316567	0.149303675172379
LRRC59	0.0768688386382766	0.107459283462661
LARP1B	-0.0465533267285542	0.320633563212093
MAP2	-0.921137286491679	0.00342966612496452
LYL1	0.114121633517026	0.365405150661119
EDEM1	-0.418502045860184	0.101219161815819
SLC25A19	0.286290186497957	0.00516068400110705
NOS3	0.250591416260465	0.161686987706557
ZNF34	0.0187994238326991	0.402605662218167
PANX2	0.213878300616563	0.236670642492703
CYP11B1	0.132313892490682	0.347796136944626
CDC73	-0.4276713994762	0.115627551790085
ANGPTL6	0.160451575667497	0.302348443839837
FAM43A	0.0873309519158293	0.338990663272838
GSTM3	0.189079737031935	0.290881378405296
EIF3L	-0.357577103138273	0.147501352239257
C19orf54	-0.0187770287830084	0.235728896100399
FLRT2	0.949897519385161	0.0098525747738485
WRN	-0.666246809581085	0.0477586580625358
SERAC1	0.0913637788597386	0.338143746630148
NFATC2	-0.336519951575292	0.0255552033518928
SDF2	0.0560231864410867	0.324136971502061
ANAPC5	-0.202622619544955	0.0203169159939451
DZIP3	-0.309253885358172	0.0241775655937051
NFATC2IP	0.152561088025342	0.103519700728358
TNRC6C	0.58654544765897	0.0175549951091
RIT1	0.105731362965359	0.286440670693711
SCML1	0.254323829993589	0.218827257931109
RHBDF2	-0.192885492548185	0.0752374049955126
MED9	-0.0927412355157526	0.237696607835569
FBXW11	-0.274774619402682	0.04114606810159
ETAA1	0.0933182816487245	0.24106574902666
SLC12A5	0.27369902900304	0.225243975684419
PHF14	-0.484817588527328	0.0189913932316219
NRIP3	0.496500078005531	0.00669127229440558
TMEM121	0.0437180791941245	0.366867051540382
FAM3A	0.390939518052508	0.0233714129987522
RPL13	-0.142913402763306	0.238707330306195
TMX1	0.417472172572696	0.101926036628931
PRDX2	0.092902998396263	0.262356028836648
SAP30BP	-0.615768827432272	0.0190015810435761
WDR76	1.0855127018584	0.0161164556084333
PRMT3	-0.666241323606769	0.0265340493097417
GCNT4	0.204395818495272	0.291838442152224
MEAF6	-0.00703922523523399	0.392707794660396
GPRASP1	0.12454940095375	0.303056376651117
MAP9	-0.701266245015756	0.0499578105036499
CXorf36	0.2271756893559	0.314224804172661
DSCR3	-0.387526064885623	0.139428113918741
BCDIN3D	0.00290848562178474	0.413078034611297
CDKN1C	0.0777271895072436	0.365955081391311
ZFAND3	-0.344474651349208	0.029806815596807
RHBDL2	0.191460511229801	0.125827111321041
C7orf43	0.0729500889310714	0.216861046957996
HSPH1	-0.838024539324086	0.0494083890272696
COL17A1	0.114044832086139	0.266228302782493
FAM133A	0.10912069737411	0.310417346195741
GFAP	0.290735519332255	0.163077893355625
TMEM198	0.244454934495763	0.253637721416192
CDC16	-0.933631570291839	0.0192157115459016
KIF24	0.704852556636162	0.028318091463646
FAM83F	0.101728032703648	0.34383374371076
UBA2	0.302852873683257	0.0795309034342345
KIF13B	-0.131265825058268	0.131852869407522
SUGP2	0.170412721904177	0.137967821110123
DISP2	0.229962472257597	0.238540406003024
KRTAP4-1	-0.106769196157714	0.257709877499611
PCDH9	-0.0589670668519553	0.325091226763944
RBM18	0.221985553748226	0.076830267481499
MKRN3	0.180106182533543	0.169378899370276
HEXIM2	0.0142640057605934	0.40774823695134
ITFG1	-0.420586605567498	0.176714080065724
TUBG2	-0.371195247380374	0.0735581539667338
CBLN3	0.163722711080016	0.268495622469785
C3orf18	0.137462067351602	0.270353212474991
C18orf25	-0.158847099807917	0.241217397282355
IGFL3	-0.114376580298035	0.296390839719785
GLB1L3	-0.0196487359681188	0.383376188683406
EXTL1	0.268763056492834	0.204523413151955
ATP13A5	0.0425746076924083	0.410310474202539
SPATA21	0.374705010772038	0.17915031037603
GBP3	0.0788853748758976	0.281383597319161
RANBP10	-0.365297019010146	0.0250963832974331
RARG	-1.78444014065994	0.00873813092925293
MYO7A	0.180708454502948	0.288784351406204
ACVR1B	-0.329885588083869	0.00977001131113269
DENND1C	0.140041138004178	0.286440670693711
RBMS3	-0.193049081488435	0.0696610835398241
SLC41A3	-0.331559964124225	0.00731708410402206
PSMD1	-0.543140203305054	0.0773576451490538
DGCR6L	0.0439207892868934	0.333239103522793
TMEM128	-0.0676733927845417	0.239879367786917
ILVBL	-0.147886312201994	0.245275548025842
IFNGR1	0.0495483759162878	0.323487141105282
CSNK1G3	0.39152781189814	0.222196050399439
NOL9	-0.473198044161121	0.0826125533840372
TSPAN6	-0.265624234197988	0.134116105094079
SLC29A2	0.100909399218431	0.351932338363257
MATN2	0.628261029304755	0.010979452724716
RNF219	0.133321662405434	0.288605996144159
ST6GALNAC2	0.11479148040084	0.276337731490373
FAM162A	-0.452030386923872	0.095755909576064
GNRHR2	0.224565512244757	0.25310947410271
MPP3	0.0457176381220765	0.38588002489513
FGL1	0.221815521553188	0.164751560634646
ARHGEF6	1.24115974442152	0.0167505270317462
TGFBR2	0.903823630632492	0.00478497236806689
ORAI2	0.175847728096707	0.103911827132079
CDC123	-0.161294131903159	0.198545661797616
DEAF1	0.271487818639693	0.0376036146195884
AMN	0.346010193506652	0.205756547011903
WWTR1	0.525570922778321	0.00919051650957316
CIB1	0.0724392386743975	0.0261867031255269
COBL	0.25485305915624	0.225494058348503
RNF212	0.0981605213311094	0.209977597422827
GAS7	0.0789910037286505	0.338143746630148
MDN1	-0.205934381424962	0.0547405176988262
HLA-DRB1	-0.327475062425667	0.251590509694297
CTNNAL1	1.24459896172839	0.0215273157323231
TNFAIP2	-0.13578162031713	0.0414042917910776
CIT	1.78091000389002	0.00254211746720123
FOXN1	0.0791189473937733	0.347830383023605
HERC4	-0.552153512704643	0.108572006715191
ATP6V0D2	-3.99424095410502	0.00209366982471144
DRAP1	1.23162277753394	0.00165962502848782
PEMT	0.0606224068493333	0.229025105572384
ARHGAP6	0.240728975680683	0.229626722939959
SLC38A1	0.14786507486671	0.311236673898737
RGP1	-0.158044174011958	0.120438872743728
ZNF575	0.154899959795194	0.344103691896379
ADAD2	0.0826228536764194	0.340552618756186
PHF20L1	-0.323288249924872	0.122729976602087
MCM3AP	0.0920129129124337	0.253841377012914
MYO1F	0.210147348244327	0.235243618020347
ST3GAL3	-0.0376972511120296	0.319828344420031
RAB11A	-0.00392850041674574	0.406714783501421
PLCD3	0.108157866382343	0.255158958143167
PTBP2	-0.0581322158851314	0.326315342815773
SNX1	-0.562533689355532	0.0412821453238134
C19orf60	0.0624786799751525	0.313717613541197
ELF5	0.613359966349536	0.0052040427219683
SETD7	0.485794250196201	0.0774032338733674
PARP3	-0.154604174525878	0.10505067600135
RBM8A	-0.0620844600356012	0.339666870959731
ZFR	-0.0103610992047226	0.40345648956971
VANGL1	0.500881668125673	0.229564001436918
ACSL6	0.261742594271798	0.139366963991487
KIAA1328	0.217306554474988	0.183878596643848
KCNB1	0.00188202372659461	0.402891768012804
CANX	0.102774142792644	0.240131148610238
SLC25A28	0.113929708046747	0.048854762659813
SHARPIN	-0.052498603418565	0.32300188765602
ADIPOR2	0.768235075833901	0.0261558421098975
TTC23	-0.122659734226303	0.0405092307521733
UGP2	-0.534860086550062	0.147941295997071
TMEM150A	-0.540486834352637	0.0247154617017043
CIRBP	-0.520590904017509	0.0259605422729681
ECHDC2	0.233717588920186	0.175221519814352
SEC14L4	0.197674867195115	0.22244490880535
DMRTB1	0.36132475340398	0.134919139651988
CATSPER2	0.243731723531319	0.255769000679119
CUEDC1	0.187394120819058	0.179317236545422
PPM1F	0.16278568173206	0.195280392984414
GPRIN3	-0.0401048122405336	0.367152433985904
TSR1	-0.126554325812698	0.209781033307134
RP9P	0.356291419827695	0.0669964349309842
E2F6	-0.0495227768329512	0.354757885086233
ZFHX3	0.404166365808139	0.002982562258735
TMEM126B	-0.258054278369234	0.0837978950142615
PCSK5	0.270979582613576	0.0450942760839392
DPY19L4	-0.154462230417167	0.275073747855877
HEMK1	0.0802196882946551	0.292131475754652
CTPS2	-0.310059981621489	0.0225525215633766
PGBD2	0.0341682154499779	0.338121593464149
AURKC	0.223306573191092	0.264341685636038
RSRC2	0.0241195226164387	0.413577519109171
SCRIB	0.144656268220273	0.259326869263732
EGLN3	0.0574832571834947	0.354469141902994
FZD6	-0.46861411703376	0.0808284084908409
PITX3	0.0714800325050014	0.34762855125432
CUX1	-0.0428475685092504	0.291975016990181
UNC119	-0.047167467994009	0.335156376660405
NOV	-0.699042869667853	0.0232989674902206
SHISA2	0.0676659448421515	0.295203601852022
GRM4	0.297998854686732	0.269448153498
TBCK	-0.817873924478539	0.0417703388991803
KLK1	0.248336379286647	0.287572134375712
CDC42SE2	0.418048998683565	0.0679221332661697
RRAGD	0.0394132963690516	0.375093143773696
EIF2S2	-0.0852211122517276	0.290429633568557
CKAP5	0.341353066498435	0.127445807605966
RNF130	-0.600910254202439	0.0118757015625726
UCHL5	0.0077739034679473	0.399381276207577
ULK3	-0.19220517163562	0.178600814990523
WDR86	0.106319949813575	0.311186287312829
AIM2	0.394543832365344	0.185819288853134
PNO1	-0.0622744386564138	0.327680187800424
ANK3	-0.748834358278153	0.00346276055776683
GNAT2	0.233276778579296	0.162721721619775
ST13	-0.750983778857706	0.0385331169476895
SIX1	-0.145340093332927	0.249920887819308
ZBTB44	-0.605836146602226	0.00540846239369057
QRSL1	0.0817675405046666	0.29708174247413
TECRL	0.189784488820136	0.131883526295649
SHC4	-0.0198072369619331	0.360593073073575
CCDC22	-0.113970092201171	0.257347164250155
GTF2IRD1	-0.138781163007031	0.288605996144159
SNX24	0.286467087029683	0.139087613636723
RARS	-0.857235056462016	0.0544210626241971
MORC2	-0.0843073485277028	0.0483610374702724
MT1H	0.00113586994028055	0.419684932189383
PPP1R14C	0.336341091374866	0.210847824698022
FOXD1	-0.0790680396501734	0.174184197851523
COX4I1	-0.18641120094697	0.0059147705006189
DSN1	1.0355636534328	0.00339295282476263
AMT	0.233116778193912	0.247848392572088
HIST2H2BF	-0.804543331004474	0.0160262655294147
GPRC5B	-1.46594466498023	0.00586359870305386
DIS3L	-0.607635712580222	0.0352140797134778
RASL11A	0.174253449193902	0.139109576515791
FRMD7	-0.363456915855651	0.108689282042559
DTWD1	-0.213997703576452	0.231571962861531
STRN4	-0.148576801541566	0.100378425851482
KITLG	-1.17846721070346	0.0201649789687178
HDGF	-0.421116998797349	0.0690509786422519
SUMO4	0.0335137025556829	0.298324650958157
SETX	-2.07001666731781	0.00160640191155112
DDR2	-1.06176518711859	0.0100592728245574
WWP2	-0.889619999203428	0.00169406674215064
KCTD12	-0.288720274198254	0.11649193120743
ZNF326	0.0114283307994114	0.4139711816767
CTSH	-0.0225156220732418	0.393565482721901
FASTKD1	-0.220949366622236	0.237073527518116
PAF1	0.191387708516018	0.0233212057116605
TTC9C	-0.32013260969862	0.109308018835872
IFT57	0.0193934315449044	0.409978277543858
PRSS36	0.173158867756154	0.25930016531937
TMEM2	-0.904944871511086	0.00590602655389635
ZNF592	-0.780943835524315	0.00466609049245647
ZNF579	0.122931809443698	0.286045053828201
TNFSF9	-1.07083261457808	0.00313089158476334
CFP	0.181899308254095	0.257539344430416
DCTD	-0.195986256513202	0.222560798302162
CNIH3	1.2209393583539	0.00420162442689715
MAP4K4	-0.0351079586632165	0.355432927004107
MFNG	0.428163184834838	0.0911800347182236
DOCK3	0.113893556979625	0.182324199875921
ALDH3B1	-0.691631200699708	0.00377866282763488
THSD4	0.199848602258805	0.175812541734422
DLAT	-0.139068114397382	0.121939208435835
FEZ2	-0.733024317063791	0.00160640191155112
KIF21B	0.642125152104292	0.0081858694595735
CDC5L	-0.344191864609448	0.0992928475437609
LMNA	-0.896041963751533	0.000936430511875621
TBCD	0.0239132093792477	0.281632337521509
TMEM119	-1.05247650373013	0.00353179131736271
ZNF250	0.307562125174668	0.0216927527174119
CASQ2	0.228149285887423	0.200182484838971
PEG10	1.00374466895379	0.00132306753000904
SRSF5	-0.684386304940008	0.0233212057116605
ZNF12	0.325768343168256	0.0108545240929295
SNED1	0.155234305718657	0.256716727450022
HIP1	0.859787374569172	0.00289632128152673
RAET1E	0.887862090453423	0.0214895828499341
WNK1	0.846092579421349	0.0381292901378475
AHNAK2	-1.76480992228305	0.00291543087403503
TOE1	0.393046412802448	0.012655389658808
SPRYD3	-0.137760870410719	0.0450934603155099
RECQL4	0.375745593608126	0.0387139184306675
HAS1	-0.490035801957656	0.019807818370212
DPAGT1	-0.25095350535735	0.024666075124536
PPA1	-0.0397176458142768	0.282917320397945
ST7	-0.0994896445887173	0.196479464867583
MAGED2	-0.493515684658109	0.00189015557071143
TRPS1	-0.482353445331348	0.029806815596807
POPDC3	-0.121438286450973	0.275073747855877
ACOX2	0.363880686204495	0.0971238678852535
ATCAY	0.0888005505133115	0.340415353478522
TFPI2	0.692271909549437	0.0252203994063855
GTF2H3	-0.634250380090948	0.0605577673629329
MFSD9	0.254483894143697	0.160950170874426
STAG3L4	0.147113756685013	0.238540406003024
ERN1	0.0496685513791586	0.310420825515901
LHX2	-0.0473614035038553	0.33752677807411
PDHB	-0.229415844066137	0.158821776706617
ADAMTS5	-0.812111120382539	0.0146526645677162
NOTCH3	0.0834772425693404	0.330231671494931
PTH1R	0.291921408177559	0.241545087592948
B3GALT1	-0.857438852992037	0.0195607625153451
NF2	-0.938962975580057	0.0022966236803036
FAM58A	-0.765471325184894	0.178127697258454
CALHM2	-0.406758994651471	0.0962409939480354
POM121	-0.125242042989892	0.325307194234426
FBXO32	-2.30132251217587	0.0023860075359733
CLPP	0.359977779578373	0.00248991235487564
MTMR3	-0.27564445930262	0.01635385940788
TXNDC17	0.17497728951126	0.256127403238787
ATP1B3	0.119785845417651	0.29541147027275
TRNP1	0.182178062113909	0.263787944923707
TRIM25	-0.167117446691139	0.101447415187091
HIST1H3F	1.17593419045487	0.00494713290248176
CRKL	-0.0105764111191554	0.398187272162358
HOXB2	0.047271807144972	0.252199913848063
GATM	0.0972515912427498	0.247396050343306
ANP32B	0.545471822059201	0.0605577673629329
AP4E1	-0.247327925353612	0.195238701050228
MYO18B	0.220612919534345	0.200658725446289
CDKN3	1.0824620419794	0.011495098095236
PGD	-0.118923741289778	0.190290272078784
RSPH9	0.0436417157241757	0.376038872987516
MPG	0.211945458956876	0.165552522940152
RND1	-0.0739875274125919	0.298345015826009
TMEM168	-0.898304819071225	0.0534150346050802
GAD1	0.11591440118021	0.142516718512114
ZNF133	0.248897434843735	0.206600190922452
ITPRIP	0.0375156289062425	0.282778742919961
FJX1	0.322362730442118	0.0555524088662806
NUDCD1	0.0736679303248271	0.356790193783477
PHTF2	1.49976925727685	0.0171923167080406
CCDC112	0.0885632356686181	0.322488423835973
NDFIP1	-1.09334442650095	0.00380431665624696
CHCHD4	-0.178951757612026	0.122118101278478
IQCC	0.403658202035216	0.0797928069460973
FTSJ2	-0.0273580081339719	0.374530036048572
APPL1	-0.0254359542400231	0.379663964321406
HEYL	0.332303085161893	0.163485725008441
TNR	0.239393045218638	0.160446507711542
USP44	0.10819630775392	0.270454272102028
WAC	0.164072355169514	0.233627613088982
ADCY9	-0.0124402400586825	0.389360118252246
DPP10	0.0618459147126831	0.235441667152117
IWS1	-0.235121670048357	0.042450022355379
PCGF1	-0.365823325380573	0.028575580415675
SULT1C4	0.118003705136425	0.167319934414009
PTPN13	-0.667652436437537	0.0245783033500314
SLC22A9	0.191017414430413	0.311206981824675
CELF4	-0.0460015663175276	0.352861773345977
CDKAL1	-0.513356202552419	0.0148631382800637
VAV3	-0.289709095267361	0.109360457109465
MTMR11	0.052503492115455	0.248909470990984
IDH3B	-0.367532357073481	0.00382732681550029
SUOX	-0.350504438891866	0.0266444094413486
STXBP3	-0.550190861127894	0.138423746923936
EIF3G	-0.52053680249407	0.00868197681359113
GOLT1B	-0.517840860000321	0.154765692255654
ARHGAP22	0.488720526495812	0.0134328927699872
NPC1	-1.28773985598516	0.00366501015210875
MIB1	0.0516961118641906	0.335257033877056
NPFFR1	-0.00718861452154043	0.409978277543858
ALDH9A1	-0.314532091333421	0.11445338176797
SUSD1	-0.437282732100629	0.0202085023484505
PITPNB	0.341502862682625	0.169059121953655
ICAM5	0.275838826794272	0.190874304074059
RASSF1	0.38442024581248	0.044115381136249
ADD2	0.219561913034205	0.245960397530078
ZNF678	0.385959607123382	0.216360014574781
CARKD	0.163074093830517	0.0716891743714628
PKD2L2	0.0645622240980439	0.263426571084446
URM1	-0.328471337918461	0.00766805230849446
LRP11	0.688013320313236	0.00802159236348098
TMEM106B	-0.0738515944083163	0.33927467767352
LRIG2	0.066219869440602	0.358844490608808
SLC27A5	0.109092524975144	0.269857809855251
CDKL1	0.17132037922409	0.220621822815363
SMEK2	-0.0113577567822977	0.401058429202188
C11orf54	0.0545834668559429	0.284109833417522
ATMIN	-0.364715073240963	0.0116357264730034
IL7	0.180548796090564	0.00449424667931164
ZNF420	0.207788272559712	0.19351420097679
SCN9A	-0.663219398421824	0.0117054787835069
PAK2	-1.10678129537308	0.0333933028764428
ATP2B1	0.208115203946267	0.233853968240393
ELMOD1	1.11914361184758	0.00727439552015227
